date,food name,Ingredients,Nutrition
2021-07-06,grb - pineappl soan cake,"- GRB Soan Cakes is a popular North Indian dessert. Its served as flakes and has a crisp with own flacky texture.,- Pineapple Flavoured Soan Cakes","Attributes,Per Serving (100),Protein,4.82g"
2021-07-06,town bu - rice kodubal,"- Made from traditional recipes and freshest of ingredients. ,- Snack size, great for parties, celebrations and for daily snacking. ,- Ready to eat snacks","Attributes,Per Serving (100),Protein,7.8g"
2021-07-06,parl milk rusk - By sonnamera,,"Attributes,Per Serving (100),Total Fat,8.8g"
2021-07-06,ortiz yellowfin tuna In oliv oil - chilled-bi culina,,
2021-07-06,britannia good day cooki - butter,,"Attributes,Per Serving (34),Total Fat,8g"
2021-07-06,britannia good day cooki - butter,,"Attributes,Per Serving (27),Total Fat,8g"
2021-07-06,britannia good day cooki - almond,"- Made with the goodness of almonds, soft yet crunchy cashew, and delightful pistachios  ,- This cookie provides the superlative Nutty experience ,- Good day will act as an enabler in enjoying all those small moments in everyday life. With its delightful aroma and crunchy cookie bite, the new good day butter just got better than ever before good day cookie comes with a smiley design on it as well.","Attributes,Per Serving (27),Total Fat,7g"
2021-07-06,manimark - puf rice ball,"ori urundai are puffed rice balls, a delicious snacking alternative .  ,- Pori Urundai imparts a highly crunchy texture and desirable flav,- Pori urundai are puffed rice balls, a delicious snacking alternative .  ,- Pori Urundai imparts a highly crunchy texture and desirable flavor.","Attributes,Per Serving (),Carbohydrates,37.9g"
2021-07-06,ambika palmyra sugar candi - natur,"- The sugar content in palm sugar is well balanced. It is a good source of Vitamin B1, B2, B3, B6 and B12. It being rich in iron helps to treat anemia. , , ,.",
2021-07-06,m.cluizel plantat mangaro noir 65% dark choco bar - By culina,,
2021-07-06,anjalichocolat gift box of 4 bonbon and truffles-valentin day,,
2021-07-06,win2 cream fill biscuit - chocol,,
2021-07-06,vegan hous organ sprout almond,,"Attributes,Per Serving (28),total fat,14g"
2021-07-06,maison fossier pink biscuit with salt butter caramel-bi culina,,
2021-07-06,rawmio chocol cover sprout almond,,
2021-07-06,haldiram' soan papdi made with veget oil - By sonnmera,,
2021-07-06,rawmio chocol cover sprout cashew,,
2021-07-06,ortiz premium boqueron marin white anchovi -bi culina,,
2021-07-06,gardensc premium raw almond,,
2021-07-06,manli singapor merlion chocol - hazelnut,,
2021-07-06,manli singaporepostcard merlion chocol - macadamia nut,,
2021-07-06,manli singapor merlion chocol - almond nut,,
2021-07-06,gold mine natur food organ apricot kernel,,
2021-07-06,manli singapor merlion chocol - macadamia nut,,
2021-07-06,manli singapor merlion chocol gift tin - macadamia nut,,
2021-07-06,manli singapor merlion chocol - assort (4 in 1),,
2021-07-06,manli singapor merlion chocol gift tin - almond nut,,
2021-07-06,manli singapor merlion chocol gift tin - milk,,
2021-07-06,grb - soan papdi,,"Attributes,Per Serving (100),Protein,1g"
2021-07-06,manli singapor merlion chocol gift tin - hazelnut,,
2021-07-06,blue hill blackberri raw honey,,
2021-07-06,casta duck brawn (aspic)-bi culina,,
2021-07-06,manli singapor merlion butter cooki - mango (3 + 1),,
2021-07-06,manli singapor merlion butter cooki - mango,,
2021-07-06,manli singapor merlion butter cooki - coconut & pineappl,,
2021-07-06,manli singapor merlion butter cooki - salt egg yolk,,
2021-07-06,manli singapor merlion butter cooki - almond,,
2021-07-06,honey rose date and walnut toast,,
2021-07-06,manli singapor merlion butter cooki - butter,,
2021-07-06,honey rose kale and spice nut toast,,
2021-07-06,human bean co. faba bean origin aussi bbq,,
2021-07-06,sato gohan koshi hikari oomori japan readi rice pack,,
2021-07-06,baci - assort bijou,,
2021-07-06,baci - origin bijou,,
2021-07-06,baci - perugina irresist box,,
2021-07-06,baci - extra dark 70% bijou,,
2021-07-06,manli singapor merlion chocol - milk,,
2021-07-06,honey rose hazelnut and agen plum toast,,
2021-07-06,alpia - fruti,,
2021-07-06,belgian butter - best Of belgian butter,,
2021-07-06,belgian butter - cranberri almond thin,,
2021-07-06,belgian butter - chocol biscuit select,,
2021-07-06,ritter sport - white crisp,,
2021-07-06,belgian butter - almond thin bite size,,
2021-07-06,manli singapor merlion butter cooki - pineappl (3 + 1),,
2021-07-06,way premium food premium scallop noodl (msg-free),,
2021-07-06,way premium food authent chilli crab noodl (msg-free),,
2021-07-06,way premium food authent thai laska noodl (msg-free),,
2021-07-06,nake paleo coffe cashew,,
2021-07-06,nake paleo minti matcha,,
2021-07-06,tongari corn shio salt caramel,,
2021-07-06,nake paleo cacao almond,,
2021-07-06,nake paleo berri citru,,
2021-07-06,way premium food penang prawn mee noodl (msg-free),,
2021-07-06,shu dao xiang spici anchovi,,
2021-07-06,bioorto organ datterini cherri tomato itali 550g,,
2021-07-06,way premium food authent penang asam laska (msg-free),,
2021-07-06,great northern pure organ mapl syrup - by foodsterr,,
2021-07-06,way premium food authent singapor laska noodl (msg-free),,
2021-07-06,nake paleo turmer ginger,,
2021-07-06,foodsterr organ artisin cashew chia butter,,
2021-07-06,great northern organ mapl agav syrup- by foodsterr,,
2021-07-06,foodsterr organ australian pecan,,
2021-07-06,grower direct roast and salt pistachio - by foodsterr,,
2021-07-06,kaye phuket tom yum roast cashew nut,,"Attributes,Per Serving (30),Energy,711kJ ,Total Fats,11g ,Carbohydrate,14g ,Protein,4g ,Salt,200mg"
2021-07-06,great northern organ blueberri mapl syrup - by foodsterr,,
2021-07-06,tao kae noi big bang grill seawe - mala,,
2021-07-06,biona organ fruit spread - strawberri,,
2021-07-06,biona organ pear and appl spread,,
2021-07-06,nyonya chili shrimp roll - extra spici,,
2021-07-06,belgian butter - crispi hazelnut cream sandwich,,
2021-07-06,tao kae noi crispi seawe snack - mala,,
2021-07-06,belgian butter - cranberri almond bite size,,
2021-07-06,cachet - gift box,,
2021-07-06,cachet - donut gift,,
2021-07-06,biona organ fruit spread - forest berri,,
2021-07-06,daelman stroopwafel - chocol,,
2021-07-06,belgian butter - mini waffl crisp bite size,,
2021-07-06,desobri - spring collect,,
2021-07-06,desobri - winter collect,,
2021-07-06,busi bee chocol chip biscuit,,
2021-07-06,desobri - biscuit collect,,
2021-07-06,delafail - pralin brown,,
2021-07-06,daelman stroopwafel - caramel,,
2021-07-06,manner - mignon dark chocol wafer,,
2021-07-06,wakasho - chia seed blackcurr jelli,,
2021-07-06,biona organ fruit spread - apricot,,
2021-07-06,bionova organ raspberri jam,,
2021-07-06,samyang chacharoni noodl,,"Attributes,Per Serving (70),Total Fat,11g,Saturated Fat,5g,Trans Fat,0g,Cholesterol,0mg,Sodium,595mg,Total Carbohydrate,42g,Dietary Fiber,1g,Sugar,4g,Protein,6g"
2021-07-06,pomi fine chop tomato with onion and garlic - By sonnamera,,
2021-07-06,delafail - pralin white,,
2021-07-06,Oh So healthy! guava purpl yam banana fruit crisp,,
2021-07-06,manner - mini hazelnut wafer,,
2021-07-06,pomi fine chop tomato with pepper & chilli - By sonnamera,,
2021-07-06,tasti nut peanut butter & almond bar,,
2021-07-06,cere organ crispi rice cloud cheezi onion charm,,
2021-07-06,cere organ crispi rice cloud salt and vinegar smash,,
2021-07-06,good health kettl oliv oil potato chip rosemari,,"Attributes,Per Serving (28),Protein,2g,Total Fat,7g,Carbohydrate,17g,Sodium,45mg"
2021-07-06,cere organ rice bite sour crm & chive box,,
2021-07-06,the king deli sea salt balsam vinegar potato crisp 150g,,
2021-07-06,Oh So healthy! purpl yam banana coconut fruit crisp,,
2021-07-06,ritter sport strawberri yogurt (12bars/outer),,
2021-07-06,tasti nut bar dark choc cranberri,,
2021-07-06,papatan natur brown rice cereal drink,,
2021-07-06,pomi fine chop tomato with herb - By sonnamera,,
2021-07-06,ritter sport - rum raisin & nut x 12,,
2021-07-06,field day organ appl sauc origin,,
2021-07-06,trek 55 G banana blast energi bar,,
2021-07-06,manner - chocol wafer,,
2021-07-06,trek 55 G berri burst energi bar,,
2021-07-06,ritter sport - biscuit + yoghurt,,
2021-07-06,sing long peanut butter creami,"-Energy,208,kcal  ,-Source of protein ,-Free of cholesterol","Attributes,Per Serving (32),Protein,8.0g,Total Fat,16.0g,Colesterol,0.0mg,Carbohydrate,7.0g,Sugars,3.0g,Dietary Fibre,2.0g,Sodium,160mg"
2021-07-06,cere organ brown rice cake with quinoa,,
2021-07-06,ritter sport - raisin & hazelnut x 12,,
2021-07-06,sing long peanut butter chocol,"-Source of protein,-Free of cholesterol","Attributes,Per Serving (32),Energy,2558kj,Protein,17.2g,Total Fat,42.3g,Saturated Fat,11.3g,Trans Fat,0g,Carbohydrate,31.3g,Sodium,232mg"
2021-07-06,sing long nonya kaya,"-Energy,61,kcal ,-Convenient","Attributes,Per Serving (20),Protein,0.7g,Total Fat,1.7g,Saturated Fat,0.0g,Cholesterol,17.6mg,Carbohydrate,10.6g,Dietary Fibre,0.1g,Total Sugar,10.3g,Sodium,9.5mg"
2021-07-06,sing long strawberri jam,"-Energy,62,kcal ,-Convenient","Attributes,Per Serving (24),Protein,0.1g,Carbohydrate,15.3g,Fat,0g"
2021-07-06,sing long dri seawe,"-This product is suitable for all kinds of laver soup, and also for dry fried laver crisp, braised laver and laver salad. ,-Laver will change color after meeting light and will spoil in wet condition, therefore we use aluminium bags to protect it","Attributes,Per Serving (100),Energy,1291kj,Protein,31.2g,Total Fat,4.2g,Carbohydrate,26.3g,Sodium,409mg"
2021-07-06,hollyfarm almond past powder,"- Almond dessert is a delicious dessert which is easy to prepare. You will enjoy its great taste. ,- Energy,235,kcal,1.Pour A sachet of Hollyfarms Instant Almond Paste Powder Into A Bowl.,2.Add Boiling Water And Stir Gently Until Completely Dissolved.,3.Taste Great When Served Immediately.","Attributes,Per Serving (50),Protein,1.1g,Total Fat,6.0g,Cholesterol,16mg,Carbohydrate,44.7g,Dietary Fibre,0.1g,Sodium,96mg"
2021-07-06,mamami organ cranberri,,
2021-07-06,shine korea pancak mix,"Korean Seafood Pancake ,Ingredients: ,Shine Korea Korean Pancake Mix 500g, Water 800ml, Cooking oil small amount, Leeks, Green Onion, Shrimp ,Cooking Instructions: ,1.Use after kneading 500g (for 5-6 persons) of  SHINE KOREA Korean Pancake Mix and 800ml (about 4 cups) of water and stir well. ,2.Mix with vegetables (leek, green onion, red pepper, shrimp.) or other seafood. ,3.Put the cooking oil on the pan and cook it for 2-3minutes.","Attributes,Per Serving (30),Energy,440kj,Protein,2.5g,Total Fat,0g,Saturated Fat,0g,Carbohydrate,23g,Sugars,1g,Dietary Fibre,1g,Sodium,260mg"
2021-07-06,hollyfarm peanut past powder,"-Tasty ,-Energy,21.3,kcal,1.Pour A sachet of Hollyfarms Peanut Paste Powder Into A Bowl.,2.Add Boiling Water And Stir Gently Until Completely Dissolved.,3.Taste Great When Served Immediately.","Attributes,Per Serving (50),Protein,3.7g,Total Fat,6.0g,Cholesterol,0mg,Carbohydrate,36.7g,Dietary Fibre,1.1g,Sodium,2mg"
2021-07-06,hollyfarm green tea dessert,"-Tasty ,- Energy,86,kcal ,-Selenium,0.1,mcg,1.Place 2 Cups / 500cc or 3 Cups / 600cc of Cold Water In A Pot. Bring To Boil & Turn off flame.,2. Add a Packet of Hollyfarms Green Tea Dessert and Stir Till Dissolved.,3.Pour Into Small Container to Cool. Place In Fridge For 15-30 Minutes. Ready To Serve.","Attributes,Per Serving (24),Protein,0.2g,Total Fat,0.3g,Cholesterol,0.0mg,Carbohydrate,21.2g,Dietary Fibre,0.0g,Sodium,2mg,Monosaturated Fat,0.0g,Sugars,20.7g,Potassium,22.6mg,Calcium,4.6mg,Phosphorus,5.0mg,Iron,0.1mg"
2021-07-06,kondo japanes honey factori honey pepper,,
2021-07-06,win2 I like crispi cracker - veget,,
2021-07-06,hokkaido gobo nijin burdock and carrot instant fresh miso soup,,
2021-07-06,sing long peanut butter cunchi,"-Energy,208,kcal  ,- Source of protein ,-Free of cholesterol","Attributes,Per Serving (32),Protein,8.0g,Total Fat,16.0g,Cholesterol,0.0mg,Carbohydrate,7.0g,Sugars,3.0g,Dietary Fibre,2.0g,Sodium,160mg"
2021-07-06,emperor china can abalon in brine 12pc,,
2021-07-06,CB can crab lump meat,,
2021-07-06,earthen pot hainanes kaya with honey,"-Energy,31.3,kcal ,-No preservative or colouring added","Attributes,Per Serving (10),Protein,0.3g,Total Fat,0.8g,Saturated Fat,0.2g,Cholesterol,5.9mg,Carbohydrate,5.8g,Dietary Fibre,0.0g,Sodium,7.9mg"
2021-07-06,organ wave oat bran,,
2021-07-06,glico pocki biscuit stick - kopi O,,
2021-07-06,glico pocki biscuit stick - kaya toast,,
2021-07-06,yamasu creami peanut butter,,
2021-07-06,thai richi raw stingless bee honey,,
2021-07-06,extra taggiasch oliv pit,,"Attributes,Per Serving (),Salt,2g,Sugars,5g 
,Protein,0.8g 
,Carbohydrate,5.9g 
,Fat,0.5g 
,Fiber,1.4g 
"
2021-07-06,isola doro sugo Al nero (squid ink sauce),,"Attributes,Per Serving (),Salt,1.9g,Protein,3.5g 
,Carbohydrate,7.2g 
,Fat,5.6g 
,Sugars,2.6g 
,Saturates,0.6g 
,Fiber,1.2g 
"
2021-07-06,nature' superfood organ dri yacon root slice,,"Attributes,Per Serving (10),Energy, 141 kj ,Protein, 0.3 g ,Carbohydrate, 8.1 g ,Dietary Fiber, 3.4 g"
2021-07-06,nature' superfood pure raw white honey (unheated),,"Attributes,Per Serving (20),Energy, 251 kj ,Carbohydrate, 17 g"
2021-07-06,nutwork wasabi macadamia (in foil bag),,
2021-07-06,thai richi pure longan honey (wooden box),,
2021-07-06,nutwork rosemari and seasalt macadamia,,
2021-07-06,nutwork macadamia shortbread,,
2021-07-06,cosmo butter corn,"-Energy,563,kcal  ,-Affordable","Attributes,Per Serving (100),Protein,5g,Total fat,35g,Saturated fat,2g,Carbohydrate,57g,Sugar,2g,Sodium,528mg"
2021-07-06,kondo japanes honey factori honey herb,,
2021-07-06,murgerbon varieti pack,"-Premium quality ,-Contains Hot and Spicy Almond, Honey Butter Taste Almond, Wasabi Taste Almond, Yogurt Almond, Smoke Dry Almond ,1.Hot and Spicy Almond ,-Calories,81.62,kcal ,2.Honey Butter Taste Almond ,-Calories,85.82,kcal ,3.Wasabi Taste Almond ,-Calories,82.88,kcal ,4.Yogurt Almond ,-Calories,172.37,kcal ,5.Smoke Dry Almond ,-Calories,84.42,kcal,Hot and Spicy Chicken Almond ,Almond, Starch syrup, Sugar, Hot and Spicy Chicken Plus Seasoning (Spicy Taste) (Water, Starch Syrup, Black Sugar, Hot Pepper Powder, Beef Powder, Beef Taste Seasoning Mix, Beef Taste Powder, Soy Sauce, Hot Pepper, Monosodium Glutamate (Flv Enhancer), Hot and Spicy Chicken Seasoning-M (Hot and Sweet Base (Powder Soy Sauce, Red Pepper Paste Powder), Sugar, Dextrin, Monosodium Glutamate (Flv Enchancer), Refined Salt, Dried Chicken Flv, Hot Pepper Powder, Aspartame (Artifical Sweetener, Phenylalanine Contain), Hot Chicken Taste Seasoning (Seasoning Base (Chicken Extract Powder, Green Chilies Powder, Monosodium Glutamate (Flv Enhancer)), Powdered Sugar, Chicken Extract Powder-M, Chicken Flv, Chicken Stock Powder), Honey, Corn oil, Vegetable Oil (Soybean Oil, Lecithin), Lecithin, Herb Extract (Rice Bran Oil, Rosemary Extract) ,Honey Butter Taste Almond ,Almond, Starch Syrup, Sugar, Honey Butter Flavor Powder- S [Dextrin, Sugar, Whey Protein Powder, Refined Salt, Monosodium Glutamate (Flavour Enhancer) Butter Mixture Powder [Butter, Refined Processed Fat, Sodium Caseinate), Butter Powder (Whole Milk Powder, Whey Protein Separation)] Honey, Corn Oil, Vegetable Oil (Soybean Oil, Lecithin), Lecithin (Soybean), Herb Extract (Rice Bran Oil, Rosemary Extract) ,Wasabi Taste Almond ,Almond, Starch Syrup, Sugar, Wasabi Flavor Seasoning Powder (Process Salt, Refined Sugar, Combined Congener (Wasabi Fllv), Dextrin, Seasoning For Soy Sauce Powder, Monosodium Glumate (Flv Enhancer, Wasabi Powder), Honey, Corn Oil, Vegetable Oil, (Soybean Oil, Lecithin), Lecithin, Herb Extract (Rice Bran Oil, Rosemary Extract) ,Yogurt Almond ,Almond, Starch Syrup, Sugar, Yogurt Taste Seasoning-S (Dextrin, Refined Sugar, Process Salt, Combined Congenery (Yogurtflv), Buttermeld Blend Powder (Processed Butter, Milk Sugar, Sodium Caseinate), Yogurt Powder, Monosodium Glutamate (Flv Enchancer), Aspartame (Artifical Sweetener, Phenylalanine Contain), Honey, Corn Oil, Vegetable Oil (Soybean Oil, Lecithin), Lecithin, Herb Extract (Rice Bran Oil, Rosemary Extract) ,Smoke Dry Almond ,Almond, Smoke Dry, Refined Rice Oil, Refined Salt","Attributes,Per Serving (14),Protein,2.45g,Total fat,5.78g,Saturated fat,0.48g,Trans fat,0.00g,Cholesterol,2.70mg,Carbohydrate,4.94g,Sugar,2.25g,Sodium,33.12mg,Protein,3.35g,Total fat,6.52g,Saturated fat,0.49g,Trans fat,0.00g,Cholesterol,0.15mg,Carbohydrate,3.43g,Sugar,0.46g,Sodium,29.01mg,Protein,3.21g,Total fat,6.01g,Saturated fat,0.43g,Trans fat,0.00g,Cholesterol,0.00mg,Carbohydrate,3.99g,Sugar,1.23g,Sodium,52.18mg,Protein,7.34g,Total fat,11.94g,Saturated fat,1.07g,Trans fat,0.01g,Cholesterol,0.65mg,Carbohydrate,8.88g,Sugar,4.88g,Sodium,56.67mg,Protein,3.57g,Total fat,6.31g,Saturated fat,0.59g,Trans fat,0.00g,Cholesterol,7.69mg,Carbohydrate,3.33g,Sugar,0.64g,Sodium,53.88mg"
2021-07-06,nutwork honey roast macadamia (in stand Up pouch),,
2021-07-06,sing long sunflow seed,,
2021-07-06,cosmo sweet honey rice snack,"-Energy,496,kcal ,-Korean trend","Attributes,Per Serving (100),Protein,4g,Total fat,21g,Saturated fat,10g,Carbohydrate,72g,Sugar,22g,Sodium,74mg"
2021-07-06,hunt + gather 70% peru chocol bar,"• Hunted + Gathered is a bean-to-bar chocolate company based in Melbourne, Australia. ,• They source their cacao beans from cooperatives in Central America and African to find the best ingredients representing the terroir while impacting positively the daily lives of cocoa farmers. ,• This bar features cacao from Peru exhibiting notes of strawberry, prune and sour cherry to make a vibrant 70% dark chocolate.","Attributes,Per Serving (15g),Energy,360kJ ,Total Fats,5.7g ,Saturated Fats,3.7g ,Carbohydrate,7.9g ,Sugars,3.4g ,Protein,1.2g ,Salt,9mg "
2021-07-06,sing long prawn cracker,"-Calories 330,-Calcium 10%,-Iron 8%,-Affordable","Attributes,Per Serving (70),Protein,4g,Total fat,13g,Saturated fat,5g,Trans Fat,0g,Cholesterol,10mg,Carbohydrate,48g,Sugar,5g,Fiber,4g,Sodium,250mg"
